TransactionID,AccountNo,CustomerID,TransactionDate,TransactionType,Channel,Amount,BalanceAfter,Description,Status
TRX0006123,ACC000305,C0305,2026-02-26,Transfer,Mobile Banking,189754,0,Bank Transfer,Successful
TRX0000690,ACC000035,C0035,2026-02-26,Withdrawal,CDM,17783,62600,Cash Withdrawal,Successful
TRX0009823,ACC000488,C0488,2026-02-26,Bill Payment,Internet Banking,6124,134590,Water Bill,Successful
TRX0008040,ACC000400,C0400,2026-02-26,Online Purchase,Mobile Banking,7281,9973,Daraz Purchase,Successful
TRX0000392,ACC000020,C0020,2026-02-26,Online Purchase,Mobile Banking,50746,995359,Amazon Purchase,Successful
TRX0008248,ACC000410,C0410,2026-02-26,Deposit,POS,10383,199568,Cash Deposit,Successful
TRX0003450,ACC000173,C0173,2026-02-26,Transfer,Branch,166604,362279,Fund Transfer,Successful
TRX0005737,ACC000287,C0287,2026-02-26,Withdrawal,Mobile Banking,25296,410192,Cash Withdrawal,Successful
TRX0006061,ACC000302,C0302,2026-02-26,Deposit,ATM,26017,396133,CDM Deposit,Successful
TRX0003487,ACC000175,C0175,2026-02-27,Deposit,Mobile Banking,42468,156215,Cheque Deposit,Successful
TRX0008006,ACC000399,C0399,2026-02-27,Deposit,Mobile Banking,7580,74490,CDM Deposit,Failed
TRX0002762,ACC000137,C0137,2026-02-27,Transfer,Branch,103919,5313069,Bank Transfer,Successful
TRX0003570,ACC000178,C0178,2026-02-27,Online Purchase,Branch,9097,1891471,Daraz Purchase,Successful
TRX0001729,ACC000086,C0086,2026-02-27,Transfer,ATM,85153,0,Fund Transfer,Successful
TRX0007622,ACC000380,C0380,2026-02-27,Bill Payment,CDM,41205,478576,CEB Bill,Successful
TRX0009330,ACC000465,C0465,2026-02-27,Withdrawal,Branch,21764,850737,ATM Withdrawal,Successful
TRX0006051,ACC000302,C0302,2026-02-27,Deposit,Mobile Banking,34993,541152,Cheque Deposit,Successful
TRX0002458,ACC000122,C0122,2026-02-27,Deposit,Mobile Banking,47318,324971,CDM Deposit,Successful
TRX0008160,ACC000406,C0406,2026-02-28,Deposit,Internet Banking,13978,399373,CDM Deposit,Successful
TRX0001709,ACC000086,C0086,2026-02-28,Deposit,ATM,19647,199097,Cash Deposit,Successful
TRX0005672,ACC000284,C0284,2026-02-28,Withdrawal,Mobile Banking,35314,2798856,Branch Withdrawal,Successful
TRX0000212,ACC000012,C0012,2026-02-28,Bill Payment,Mobile Banking,39040,57198,Mobitel Bill,Successful
TRX0001434,ACC000072,C0072,2026-02-28,Withdrawal,Internet Banking,17614,0,Cash Withdrawal,Successful
TRX0006405,ACC000319,C0319,2026-02-28,Bill Payment,Branch,13259,1499458,Dialog Bill,Successful
TRX0004467,ACC000223,C0223,2026-02-28,Withdrawal,Mobile Banking,42319,441437,Cash Withdrawal,Successful
TRX0007157,ACC000355,C0355,2026-02-28,Deposit,ATM,42312,210395,CDM Deposit,Successful
TRX0009020,ACC000449,C0449,2026-02-28,Withdrawal,ATM,25230,333482,Branch Withdrawal,Successful
TRX0000686,ACC000034,C0034,2026-02-28,Transfer,Mobile Banking,25175,0,Fund Transfer,Successful
TRX0005676,ACC000284,C0284,2026-03-01,Deposit,ATM,69409,2709688,Cheque Deposit,Successful
TRX0004895,ACC000245,C0245,2026-03-01,Bill Payment,CDM,37465,0,Dialog Bill,Successful
TRX0000461,ACC000024,C0024,2026-03-01,Deposit,Mobile Banking,67202,445855,Cheque Deposit,Successful
TRX0000471,ACC000024,C0024,2026-03-01,Deposit,Mobile Banking,65760,129996,CDM Deposit,Successful
TRX0005194,ACC000260,C0260,2026-03-01,Deposit,ATM,57495,447827,Cash Deposit,Successful
TRX0001862,ACC000092,C0092,2026-03-01,Transfer,Branch,26632,29323,Fund Transfer,Successful
TRX0007711,ACC000384,C0384,2026-03-01,Salary Credit,Mobile Banking,360469,4493022,Monthly Salary,Successful
TRX0004652,ACC000232,C0232,2026-03-01,Deposit,POS,25440,1532362,Cheque Deposit,Successful
TRX0001242,ACC000062,C0062,2026-03-01,Bill Payment,ATM,41950,2974216,Dialog Bill,Successful
TRX0009445,ACC000470,C0470,2026-03-01,Deposit,POS,40128,379843,Cash Deposit,Successful
TRX0006040,ACC000301,C0301,2026-03-01,Deposit,Mobile Banking,11481,285574,Cheque Deposit,Successful
TRX0003482,ACC000174,C0174,2026-03-02,Withdrawal,ATM,46495,451259,Branch Withdrawal,Successful
TRX0008093,ACC000403,C0403,2026-03-02,Deposit,Branch,17382,86580,CDM Deposit,Successful
TRX0001611,ACC000081,C0081,2026-03-02,Transfer,Internet Banking,118966,0,Bank Transfer,Successful
TRX0003725,ACC000186,C0186,2026-03-02,Deposit,Internet Banking,79006,244011,Cash Deposit,Successful
TRX0001968,ACC000098,C0098,2026-03-02,Deposit,Branch,59554,195766,CDM Deposit,Successful
TRX0000473,ACC000024,C0024,2026-03-02,Withdrawal,Mobile Banking,20745,96462,Branch Withdrawal,Successful
TRX0001219,ACC000061,C0061,2026-03-02,Deposit,Internet Banking,62334,200426,Cash Deposit,Successful
TRX0009014,ACC000449,C0449,2026-03-02,Deposit,CDM,47539,451311,Cash Deposit,Successful
TRX0009401,ACC000468,C0468,2026-03-02,Deposit,Mobile Banking,44150,1349168,Cheque Deposit,Successful
TRX0001359,ACC000068,C0068,2026-03-02,Deposit,Internet Banking,22119,293342,Cheque Deposit,Successful
TRX0001852,ACC000092,C0092,2026-03-02,Bill Payment,Mobile Banking,44504,144447,CEB Bill,Successful
TRX0008443,ACC000420,C0420,2026-03-02,Deposit,ATM,90622,4121373,Cheque Deposit,Successful
TRX0006075,ACC000303,C0303,2026-03-03,Transfer,Mobile Banking,67608,135395,Fund Transfer,Successful
TRX0008036,ACC000400,C0400,2026-03-03,Deposit,Internet Banking,9778,107648,Cheque Deposit,Successful
TRX0008301,ACC000413,C0413,2026-03-03,Withdrawal,Internet Banking,41713,92400,Cash Withdrawal,Successful
TRX0003239,ACC000162,C0162,2026-03-03,Deposit,Internet Banking,6750,824253,CDM Deposit,Successful
TRX0008689,ACC000432,C0432,2026-03-03,Transfer,Mobile Banking,1051,286643,Fund Transfer,Successful
TRX0001025,ACC000051,C0051,2026-03-03,Transfer,Internet Banking,24478,0,Bank Transfer,Successful
TRX0008082,ACC000402,C0402,2026-03-03,Interest Credit,Internet Banking,9288,308607,Interest Credit,Successful
TRX0004361,ACC000217,C0217,2026-03-03,Deposit,Internet Banking,13770,189734,Cheque Deposit,Successful
TRX0003471,ACC000174,C0174,2026-03-03,Transfer,POS,33669,397739,Bank Transfer,Successful
TRX0003065,ACC000152,C0152,2026-03-03,Interest Credit,Internet Banking,13367,2178678,Interest Credit,Successful
TRX0009405,ACC000468,C0468,2026-03-03,Withdrawal,Mobile Banking,16424,1239868,Cash Withdrawal,Successful
TRX0007903,ACC000394,C0394,2026-03-03,Withdrawal,ATM,34981,137076,ATM Withdrawal,Successful
TRX0004703,ACC000235,C0235,2026-03-03,Withdrawal,CDM,26970,445196,ATM Withdrawal,Successful
TRX0008354,ACC000416,C0416,2026-03-04,Transfer,ATM,3485,648609,Fund Transfer,Successful
TRX0005878,ACC000293,C0293,2026-03-04,Transfer,ATM,190550,0,Online Transfer,Successful
TRX0007795,ACC000388,C0388,2026-03-04,Deposit,Internet Banking,77999,1620210,Cheque Deposit,Successful
TRX0004482,ACC000223,C0223,2026-03-04,Deposit,Branch,24846,1052331,CDM Deposit,Successful
TRX0004548,ACC000227,C0227,2026-03-04,Deposit,ATM,63261,294479,CDM Deposit,Successful
TRX0003003,ACC000150,C0150,2026-03-04,Deposit,Internet Banking,44308,508772,CDM Deposit,Successful
TRX0000483,ACC000024,C0024,2026-03-04,Transfer,Mobile Banking,101033,177435,Online Transfer,Successful
TRX0000480,ACC000024,C0024,2026-03-04,Withdrawal,ATM,46780,543132,Branch Withdrawal,Successful
TRX0006753,ACC000336,C0336,2026-03-04,Deposit,ATM,64551,387076,Cheque Deposit,Successful
TRX0005416,ACC000270,C0270,2026-03-04,Bill Payment,Internet Banking,12111,0,Water Bill,Successful
TRX0002722,ACC000135,C0135,2026-03-04,Withdrawal,POS,17651,4500770,Branch Withdrawal,Successful
TRX0006330,ACC000315,C0315,2026-03-04,Online Purchase,Internet Banking,48341,82679,Keells Online,Successful
TRX0000586,ACC000029,C0029,2026-03-04,Deposit,Branch,55937,579257,Cash Deposit,Successful
TRX0005159,ACC000258,C0258,2026-03-05,Transfer,Mobile Banking,5377,424921,Online Transfer,Successful
TRX0003470,ACC000174,C0174,2026-03-05,Withdrawal,ATM,13841,431408,ATM Withdrawal,Successful
TRX0001442,ACC000072,C0072,2026-03-05,Withdrawal,ATM,43839,164907,Branch Withdrawal,Successful
TRX0001785,ACC000089,C0089,2026-03-05,Deposit,POS,85354,85354,CDM Deposit,Successful
TRX0005679,ACC000284,C0284,2026-03-05,Withdrawal,ATM,14918,2622038,Branch Withdrawal,Successful
TRX0003757,ACC000188,C0188,2026-03-05,Transfer,ATM,177648,1107135,Online Transfer,Successful
TRX0000450,ACC000023,C0023,2026-03-05,Online Purchase,Mobile Banking,18552,441332,Daraz Purchase,Successful
TRX0005395,ACC000269,C0269,2026-03-05,Deposit,Mobile Banking,12625,12625,Cash Deposit,Successful
TRX0009479,ACC000472,C0472,2026-03-06,Deposit,Mobile Banking,25564,38925,Cash Deposit,Successful
TRX0002669,ACC000132,C0132,2026-03-06,Deposit,Branch,26802,474223,CDM Deposit,Successful
TRX0009329,ACC000465,C0465,2026-03-06,Deposit,ATM,16628,872501,Cheque Deposit,Successful
TRX0000826,ACC000041,C0041,2026-03-06,Withdrawal,Mobile Banking,20188,664409,Cash Withdrawal,Successful
TRX0002569,ACC000128,C0128,2026-03-06,Transfer,CDM,163097,227267,Online Transfer,Successful
TRX0008110,ACC000404,C0404,2026-03-06,Online Purchase,Internet Banking,60568,203841,Amazon Purchase,Successful
TRX0009179,ACC000458,C0458,2026-03-06,Transfer,Mobile Banking,198317,871927,Fund Transfer,Successful
TRX0002498,ACC000124,C0124,2026-03-06,Withdrawal,Internet Banking,7632,0,Branch Withdrawal,Successful
TRX0005514,ACC000275,C0275,2026-03-06,Transfer,Mobile Banking,165994,0,Fund Transfer,Successful
TRX0004129,ACC000205,C0205,2026-03-06,Bill Payment,Mobile Banking,17709,529602,Water Bill,Successful
TRX0007728,ACC000385,C0385,2026-03-06,Withdrawal,ATM,15316,214175,Branch Withdrawal,Successful
TRX0003071,ACC000153,C0153,2026-03-06,Deposit,CDM,89371,1866870,Cheque Deposit,Successful
TRX0005927,ACC000296,C0296,2026-03-06,Withdrawal,Branch,7887,0,Branch Withdrawal,Successful
TRX0006874,ACC000342,C0342,2026-03-06,Deposit,Internet Banking,14904,157569,CDM Deposit,Successful
TRX0003876,ACC000193,C0193,2026-03-06,Transfer,Mobile Banking,48156,237211,Bank Transfer,Successful
TRX0007149,ACC000355,C0355,2026-03-07,Transfer,ATM,19743,144275,Fund Transfer,Successful
TRX0004157,ACC000207,C0207,2026-03-07,Interest Credit,CDM,4477,520209,Interest Credit,Successful
TRX0004330,ACC000215,C0215,2026-03-07,Withdrawal,ATM,16180,885209,ATM Withdrawal,Successful
TRX0005367,ACC000268,C0268,2026-03-07,Withdrawal,Mobile Banking,6527,1358982,Branch Withdrawal,Successful
TRX0006989,ACC000348,C0348,2026-03-07,Bill Payment,Mobile Banking,41335,446454,CEB Bill,Successful
TRX0006869,ACC000342,C0342,2026-03-08,Transfer,CDM,190163,206435,Fund Transfer,Successful
TRX0006775,ACC000337,C0337,2026-03-08,Withdrawal,ATM,6017,2118382,ATM Withdrawal,Successful
TRX0003477,ACC000174,C0174,2026-03-08,Withdrawal,Mobile Banking,25098,695256,ATM Withdrawal,Successful
TRX0004706,ACC000235,C0235,2026-03-08,Transfer,Internet Banking,7692,202331,Bank Transfer,Successful
TRX0003486,ACC000175,C0175,2026-03-08,Deposit,Mobile Banking,63821,113747,Cash Deposit,Successful
TRX0000453,ACC000023,C0023,2026-03-08,Interest Credit,Internet Banking,7675,498971,Interest Credit,Successful
TRX0001798,ACC000089,C0089,2026-03-08,Online Purchase,Mobile Banking,61889,0,Keells Online,Successful
TRX0001294,ACC000065,C0065,2026-03-08,Withdrawal,Mobile Banking,26787,97176,Cash Withdrawal,Successful
TRX0007386,ACC000367,C0367,2026-03-08,Transfer,Mobile Banking,160291,386877,Online Transfer,Successful
TRX0008530,ACC000425,C0425,2026-03-08,Salary Credit,CDM,260446,638729,Monthly Salary,Successful
TRX0003174,ACC000158,C0158,2026-03-08,Withdrawal,Mobile Banking,33437,108336,Cash Withdrawal,Successful
TRX0001107,ACC000055,C0055,2026-03-08,Withdrawal,Mobile Banking,28125,317802,Branch Withdrawal,Successful
TRX0007747,ACC000386,C0386,2026-03-08,Deposit,Mobile Banking,79043,830208,Cash Deposit,Successful
TRX0002198,ACC000109,C0109,2026-03-08,Withdrawal,Mobile Banking,898,413490,ATM Withdrawal,Successful
TRX0006541,ACC000326,C0326,2026-03-08,Withdrawal,Internet Banking,7033,506023,Branch Withdrawal,Successful
TRX0006397,ACC000318,C0318,2026-03-08,Deposit,Mobile Banking,11669,309163,CDM Deposit,Successful
TRX0003056,ACC000152,C0152,2026-03-08,Deposit,CDM,43797,2312870,Cheque Deposit,Successful
TRX0000815,ACC000040,C0040,2026-03-08,Transfer,Mobile Banking,5471,616272,Fund Transfer,Successful
TRX0003904,ACC000195,C0195,2026-03-09,Deposit,ATM,86321,1714672,Cheque Deposit,Successful
TRX0009325,ACC000465,C0465,2026-03-09,Transfer,Mobile Banking,71181,828322,Fund Transfer,Successful
TRX0001228,ACC000061,C0061,2026-03-09,Withdrawal,Branch,15606,643392,Branch Withdrawal,Successful
TRX0001971,ACC000098,C0098,2026-03-09,Transfer,Mobile Banking,64554,84672,Online Transfer,Successful
TRX0002450,ACC000122,C0122,2026-03-09,Bill Payment,CDM,19914,250464,Dialog Bill,Successful
TRX0004544,ACC000227,C0227,2026-03-09,Withdrawal,ATM,7927,115373,Cash Withdrawal,Successful
TRX0001783,ACC000089,C0089,2026-03-09,Transfer,Mobile Banking,38125,120003,Bank Transfer,Successful
TRX0002507,ACC000125,C0125,2026-03-09,Withdrawal,Branch,39666,245623,Cash Withdrawal,Successful
TRX0004710,ACC000235,C0235,2026-03-09,Bill Payment,Internet Banking,34723,274945,Mobitel Bill,Successful
TRX0005340,ACC000266,C0266,2026-03-09,Withdrawal,Mobile Banking,47817,116594,ATM Withdrawal,Successful
TRX0005316,ACC000265,C0265,2026-03-09,Withdrawal,Internet Banking,33951,1354775,ATM Withdrawal,Successful
TRX0006226,ACC000310,C0310,2026-03-10,Transfer,ATM,123647,237328,Online Transfer,Successful
TRX0009871,ACC000490,C0490,2026-03-10,Withdrawal,Mobile Banking,1435,0,Cash Withdrawal,Successful
TRX0009342,ACC000465,C0465,2026-03-10,Transfer,Internet Banking,62292,822947,Fund Transfer,Successful
TRX0003480,ACC000174,C0174,2026-03-10,Deposit,Branch,7896,531112,Cash Deposit,Successful
TRX0005495,ACC000275,C0275,2026-03-10,Withdrawal,POS,22847,348131,Branch Withdrawal,Successful
TRX0009327,ACC000465,C0465,2026-03-10,Deposit,Mobile Banking,70123,889382,Cheque Deposit,Successful
TRX0000688,ACC000034,C0034,2026-03-10,Transfer,CDM,136742,0,Bank Transfer,Successful
TRX0003684,ACC000185,C0185,2026-03-10,Withdrawal,Internet Banking,1488,1712826,Cash Withdrawal,Successful
TRX0008429,ACC000420,C0420,2026-03-10,Withdrawal,Mobile Banking,15959,3871006,Cash Withdrawal,Successful
TRX0005330,ACC000266,C0266,2026-03-10,Transfer,Internet Banking,13804,556963,Online Transfer,Successful
TRX0006412,ACC000319,C0319,2026-03-10,Salary Credit,Mobile Banking,402046,1990950,Monthly Salary,Successful
TRX0005311,ACC000265,C0265,2026-03-10,Deposit,Branch,98030,1202739,Cash Deposit,Successful
TRX0001052,ACC000053,C0053,2026-03-10,Transfer,Mobile Banking,176174,12382,Online Transfer,Successful
TRX0000191,ACC000010,C0010,2026-03-10,Deposit,Internet Banking,86822,353549,CDM Deposit,Successful
TRX0002366,ACC000118,C0118,2026-03-10,Deposit,ATM,97602,572573,Cheque Deposit,Successful
TRX0005681,ACC000284,C0284,2026-03-10,Deposit,ATM,69796,2662948,Cheque Deposit,Successful
TRX0007318,ACC000364,C0364,2026-03-11,Withdrawal,Branch,14549,471655,ATM Withdrawal,Successful
TRX0003720,ACC000186,C0186,2026-03-11,Deposit,Internet Banking,51057,315816,Cheque Deposit,Successful
TRX0009011,ACC000449,C0449,2026-03-11,Online Purchase,Mobile Banking,44539,380323,Daraz Purchase,Successful
TRX0006534,ACC000325,C0325,2026-03-11,Deposit,CDM,7264,13594,Cash Deposit,Successful
TRX0003375,ACC000169,C0169,2026-03-11,Deposit,Mobile Banking,83273,1561302,Cash Deposit,Successful
TRX0008641,ACC000430,C0430,2026-03-11,Transfer,Mobile Banking,27179,1182573,Online Transfer,Successful
TRX0008636,ACC000430,C0430,2026-03-11,Deposit,Mobile Banking,37300,975266,CDM Deposit,Successful
TRX0009778,ACC000486,C0486,2026-03-11,Online Purchase,Mobile Banking,69478,122298,Daraz Purchase,Successful
TRX0004481,ACC000223,C0223,2026-03-11,Salary Credit,Branch,115034,1027485,Monthly Salary,Successful
TRX0001511,ACC000076,C0076,2026-03-11,Withdrawal,ATM,38910,222325,ATM Withdrawal,Successful
TRX0003456,ACC000173,C0173,2026-03-11,Deposit,Mobile Banking,12146,747643,Cheque Deposit,Successful
TRX0005992,ACC000299,C0299,2026-03-12,Transfer,Branch,116668,597168,Bank Transfer,Successful
TRX0008497,ACC000423,C0423,2026-03-12,Withdrawal,Branch,47916,119714,ATM Withdrawal,Successful
TRX0006090,ACC000304,C0304,2026-03-12,Withdrawal,CDM,1752,219001,Cash Withdrawal,Successful
TRX0009340,ACC000465,C0465,2026-03-12,Deposit,Mobile Banking,57840,916697,Cash Deposit,Successful
TRX0001438,ACC000072,C0072,2026-03-12,Deposit,Branch,44440,290934,CDM Deposit,Successful
TRX0007376,ACC000367,C0367,2026-03-12,Deposit,Internet Banking,69360,441748,Cheque Deposit,Successful
TRX0004705,ACC000235,C0235,2026-03-12,Transfer,Branch,198851,210023,Fund Transfer,Successful
TRX0005412,ACC000270,C0270,2026-03-13,Deposit,Internet Banking,25172,25172,CDM Deposit,Successful
TRX0007210,ACC000358,C0358,2026-03-13,Transfer,ATM,152822,391458,Online Transfer,Successful
TRX0007479,ACC000372,C0372,2026-03-13,Transfer,POS,150980,20179,Fund Transfer,Successful
TRX0002667,ACC000132,C0132,2026-03-13,Deposit,Branch,50126,381889,Cheque Deposit,Successful
TRX0005220,ACC000261,C0261,2026-03-13,Salary Credit,Mobile Banking,294400,488524,Monthly Salary,Successful
TRX0005172,ACC000258,C0258,2026-03-13,Deposit,Mobile Banking,82637,248448,Cheque Deposit,Successful
TRX0001790,ACC000089,C0089,2026-03-13,Withdrawal,Mobile Banking,796,143189,Cash Withdrawal,Successful
TRX0006278,ACC000312,C0312,2026-03-13,Deposit,ATM,38073,967875,CDM Deposit,Successful
TRX0009049,ACC000451,C0451,2026-03-13,Online Purchase,Branch,73930,351341,Uber Payment,Successful
TRX0001305,ACC000065,C0065,2026-03-13,Bill Payment,Mobile Banking,44599,0,Water Bill,Successful
TRX0004306,ACC000214,C0214,2026-03-13,Transfer,CDM,82460,0,Online Transfer,Successful
TRX0006068,ACC000303,C0303,2026-03-13,Deposit,Internet Banking,50887,275520,Cheque Deposit,Successful
TRX0001220,ACC000061,C0061,2026-03-13,Bill Payment,Internet Banking,37101,163325,Dialog Bill,Successful
TRX0004550,ACC000227,C0227,2026-03-13,Deposit,Mobile Banking,53006,324746,Cheque Deposit,Successful
TRX0010033,ACC000498,C0498,2026-03-13,Withdrawal,CDM,37809,633197,Cash Withdrawal,Successful
TRX0002651,ACC000132,C0132,2026-03-14,Withdrawal,Internet Banking,5746,326880,ATM Withdrawal,Successful
TRX0006864,ACC000342,C0342,2026-03-14,Transfer,ATM,47690,441156,Online Transfer,Successful
TRX0006107,ACC000304,C0304,2026-03-14,Transfer,Internet Banking,68128,0,Bank Transfer,Successful
TRX0009642,ACC000479,C0479,2026-03-14,Bill Payment,ATM,9009,2405379,Water Bill,Successful
TRX0001802,ACC000089,C0089,2026-03-14,Deposit,Internet Banking,62499,371680,Cash Deposit,Successful
TRX0006392,ACC000318,C0318,2026-03-15,Deposit,Internet Banking,50178,267135,Cheque Deposit,Successful
TRX0004358,ACC000217,C0217,2026-03-15,Withdrawal,Branch,2519,112091,Cash Withdrawal,Successful
TRX0003301,ACC000165,C0165,2026-03-15,Deposit,Mobile Banking,47209,358366,Cheque Deposit,Successful
TRX0007098,ACC000353,C0353,2026-03-15,Deposit,CDM,36877,235147,CDM Deposit,Successful
TRX0007373,ACC000367,C0367,2026-03-15,Withdrawal,ATM,28245,323563,ATM Withdrawal,Successful
TRX0008438,ACC000420,C0420,2026-03-15,Transfer,Mobile Banking,51460,3872589,Fund Transfer,Successful
TRX0006662,ACC000332,C0332,2026-03-15,Bill Payment,Mobile Banking,26940,137663,CEB Bill,Successful
TRX0000855,ACC000042,C0042,2026-03-15,Deposit,Branch,84072,772681,Cheque Deposit,Successful
TRX0006664,ACC000332,C0332,2026-03-15,Deposit,Internet Banking,34816,153758,Cash Deposit,Successful
TRX0000458,ACC000023,C0023,2026-03-15,Withdrawal,ATM,2030,337533,Branch Withdrawal,Successful
TRX0009724,ACC000484,C0484,2026-03-15,Transfer,Branch,116445,118199,Online Transfer,Successful
TRX0008028,ACC000400,C0400,2026-03-15,Online Purchase,POS,23321,0,Amazon Purchase,Successful
TRX0008012,ACC000399,C0399,2026-03-15,Transfer,Branch,21972,190981,Fund Transfer,Successful
TRX0002089,ACC000104,C0104,2026-03-15,Transfer,POS,14778,660877,Bank Transfer,Successful
TRX0008388,ACC000418,C0418,2026-03-15,Withdrawal,Mobile Banking,44454,4646628,ATM Withdrawal,Successful
TRX0009862,ACC000490,C0490,2026-03-15,Transfer,Branch,119630,3279,Online Transfer,Successful
TRX0000254,ACC000013,C0013,2026-03-15,Withdrawal,ATM,21159,483155,Cash Withdrawal,Successful
TRX0002565,ACC000128,C0128,2026-03-15,Withdrawal,Mobile Banking,23226,369126,Branch Withdrawal,Successful
TRX0006322,ACC000314,C0314,2026-03-16,Bill Payment,Internet Banking,11806,14643,Dialog Bill,Successful
TRX0002577,ACC000128,C0128,2026-03-16,Withdrawal,ATM,20206,108037,Cash Withdrawal,Successful
TRX0008158,ACC000406,C0406,2026-03-16,Transfer,ATM,80450,337139,Fund Transfer,Successful
TRX0001299,ACC000065,C0065,2026-03-16,Transfer,Mobile Banking,173993,0,Bank Transfer,Successful
TRX0003295,ACC000165,C0165,2026-03-16,Withdrawal,Branch,9328,208202,Cash Withdrawal,Successful
TRX0002360,ACC000117,C0117,2026-03-16,Deposit,Internet Banking,8817,43516,Cash Deposit,Successful
TRX0006663,ACC000332,C0332,2026-03-16,Withdrawal,ATM,18721,118942,Cash Withdrawal,Successful
TRX0003492,ACC000175,C0175,2026-03-16,Transfer,POS,152920,0,Fund Transfer,Successful
TRX0004714,ACC000235,C0235,2026-03-16,Deposit,CDM,78381,254376,Cheque Deposit,Successful
TRX0004375,ACC000217,C0217,2026-03-17,Transfer,Mobile Banking,115662,0,Fund Transfer,Successful
TRX0008288,ACC000412,C0412,2026-03-17,Withdrawal,Mobile Banking,36625,278387,Branch Withdrawal,Successful
TRX0008389,ACC000418,C0418,2026-03-17,Deposit,Mobile Banking,90947,4737575,CDM Deposit,Successful
TRX0008089,ACC000403,C0403,2026-03-17,Bill Payment,Mobile Banking,44777,0,Water Bill,Successful
TRX0006248,ACC000311,C0311,2026-03-18,Bill Payment,Mobile Banking,27404,811374,Water Bill,Successful
TRX0000218,ACC000012,C0012,2026-03-18,Deposit,CDM,63648,218625,Cash Deposit,Successful
TRX0009629,ACC000479,C0479,2026-03-18,Interest Credit,Mobile Banking,12675,2669249,Interest Credit,Successful
TRX0005165,ACC000258,C0258,2026-03-18,Deposit,Mobile Banking,92077,382724,CDM Deposit,Successful
TRX0006566,ACC000327,C0327,2026-03-18,Transfer,Internet Banking,190223,3144739,Bank Transfer,Successful
TRX0008276,ACC000412,C0412,2026-03-18,Bill Payment,Mobile Banking,6872,259997,Water Bill,Successful
TRX0002325,ACC000115,C0115,2026-03-18,Online Purchase,Mobile Banking,71997,194746,Uber Payment,Successful
TRX0000393,ACC000020,C0020,2026-03-18,Interest Credit,CDM,3870,999229,Interest Credit,Successful
TRX0001516,ACC000076,C0076,2026-03-18,Transfer,ATM,29400,201812,Fund Transfer,Successful
TRX0001794,ACC000089,C0089,2026-03-18,Bill Payment,Internet Banking,27264,155057,CEB Bill,Successful
TRX0000675,ACC000034,C0034,2026-03-18,Transfer,ATM,103067,0,Online Transfer,Successful
TRX0002700,ACC000134,C0134,2026-03-18,Deposit,Mobile Banking,51201,1029938,CDM Deposit,Successful
TRX0002984,ACC000149,C0149,2026-03-18,Deposit,Mobile Banking,71226,92809,CDM Deposit,Successful
TRX0002852,ACC000142,C0142,2026-03-18,Withdrawal,Mobile Banking,21443,263664,Branch Withdrawal,Successful
TRX0005437,ACC000272,C0272,2026-03-18,Online Purchase,ATM,28336,2041643,Uber Payment,Successful
TRX0008381,ACC000417,C0417,2026-03-19,Deposit,Mobile Banking,68808,170149,CDM Deposit,Successful
TRX0009624,ACC000479,C0479,2026-03-19,Transfer,Branch,167644,2602049,Bank Transfer,Successful
TRX0001630,ACC000082,C0082,2026-03-19,Deposit,CDM,69989,507415,Cheque Deposit,Successful
TRX0003770,ACC000188,C0188,2026-03-19,Transfer,CDM,138265,1125408,Bank Transfer,Successful
TRX0001077,ACC000054,C0054,2026-03-19,Deposit,Mobile Banking,1152,75234,CDM Deposit,Successful
TRX0009273,ACC000462,C0462,2026-03-19,Withdrawal,ATM,2628,1043387,Branch Withdrawal,Successful
TRX0007351,ACC000366,C0366,2026-03-19,Deposit,Branch,99561,136847,Cheque Deposit,Successful
TRX0003185,ACC000158,C0158,2026-03-19,Transfer,Internet Banking,21538,48962,Online Transfer,Successful
TRX0002172,ACC000108,C0108,2026-03-19,Bill Payment,Mobile Banking,24095,1664629,Water Bill,Successful
TRX0000477,ACC000024,C0024,2026-03-20,Salary Credit,CDM,361779,609014,Monthly Salary,Successful
TRX0006871,ACC000342,C0342,2026-03-20,Online Purchase,Mobile Banking,31668,126130,Amazon Purchase,Successful
TRX0004938,ACC000247,C0247,2026-03-20,Transfer,CDM,53477,441584,Fund Transfer,Successful
TRX0009060,ACC000451,C0451,2026-03-20,Transfer,CDM,11753,305379,Online Transfer,Successful
TRX0006579,ACC000327,C0327,2026-03-20,Withdrawal,Mobile Banking,36734,3053889,Branch Withdrawal,Successful
TRX0003798,ACC000190,C0190,2026-03-20,Transfer,Internet Banking,40691,3589157,Fund Transfer,Successful
TRX0002587,ACC000128,C0128,2026-03-20,Online Purchase,Mobile Banking,70284,141753,Daraz Purchase,Successful
TRX0001063,ACC000053,C0053,2026-03-20,Withdrawal,Mobile Banking,47258,0,Cash Withdrawal,Successful
TRX0009690,ACC000481,C0481,2026-03-20,Withdrawal,Internet Banking,40267,0,Cash Withdrawal,Successful
TRX0006091,ACC000304,C0304,2026-03-20,Deposit,Internet Banking,6513,225514,Cheque Deposit,Successful
TRX0003662,ACC000183,C0183,2026-03-20,Withdrawal,Mobile Banking,44228,0,Branch Withdrawal,Successful
TRX0004131,ACC000205,C0205,2026-03-20,Bill Payment,Internet Banking,36768,415994,Water Bill,Successful
TRX0001065,ACC000053,C0053,2026-03-20,Deposit,Mobile Banking,14188,81457,CDM Deposit,Successful
